Name	Source	CR	Type	Size	PP	Image	Token	Named
Tin Soldier	The Wild Beyond the Witchlight	1	Construct	S				FALSE
Tiny Servant	Xanathar's Guide to Everything	0	Construct	T				FALSE
Tipsy	The Griffon's Saddlebag: Book Two	0.25	Fey	T				FALSE
Titanoboa	Tome of Beasts 1	12	Beast	G				FALSE
Titanothere	Bigby Presents: Glory of the Giants	5	Beast	H				FALSE
Titivilus	Mordenkainen Presents: Monsters of the Multiverse	16	Fiend	M				TRUE
Tixie Tockworth	Keys from the Golden Vault	7	Humanoid	S				FALSE
Tlacatecolo	Journeys through the Radiant Citadel	5	Fiend	M				FALSE
Tlexolotl	Journeys through the Radiant Citadel	10	Elemental	H				FALSE
Tlincalli	Mordenkainen Presents: Monsters of the Multiverse	5	Monstrosity	L				FALSE
Tloques-Popolocas	Tales from the Yawning Portal	5	Undead	M				TRUE
Tomb Guardian	Tomb of Annihilation	6	Construct	M				FALSE
Tomb Tapper	Icewind Dale: Rime of the Frostmaiden	10	Construct	H				FALSE
Topaz Dragon Wyrmling	Fizban's Treasury of Dragons	2	Dragon	M				FALSE
Topaz Greatwyrm	Fizban's Treasury of Dragons	26	Dragon	G				FALSE
Tophet	Tome of Beasts 1	8	Construct	H				FALSE
Torbit	Waterdeep: Dungeon of the Mad Mage	8	Humanoid	M				TRUE
Torcheater	Lairs of Etharis	0	Monstrosity	T				FALSE
Torogar Steelfist	Baldur's Gate: Descent into Avernus	11	Monstrosity	L				TRUE
Tortle	Mordenkainen Presents: Monsters of the Multiverse	0.25	Humanoid	M				FALSE
Tortle Druid	Mordenkainen Presents: Monsters of the Multiverse	2	Humanoid	M				FALSE
Tosculi Drone	Tome of Beasts 1	0.5	Humanoid	S				FALSE
Tosculi Elite Bow Raider	Tome of Beasts 1	5	Humanoid	M				FALSE
Tosculi Hive Queen	Tome of Beasts 1	12	Monstrosity	L				FALSE
Tosculi Warrior	Tome of Beasts 1	3	Humanoid	S				FALSE
Tower Dragon	Monsters of Drakkenheim	10	Dragon	L				FALSE
Tower Hand	Quests from the Infinite Staircase	0.5	Humanoid	M				FALSE
Tower Sage	Quests from the Infinite Staircase	1	Humanoid	M				FALSE
Toxic Caterpede	Humblewood Tales	0.125	Beast	M				FALSE
Transcendent Order Conduit	Planescape: Adventures in the Multiverse	8	Humanoid	M				FALSE
Transcendent Order Instinct	Planescape: Adventures in the Multiverse	3	Humanoid	M				FALSE
Transmuter	Volo's Guide to Monsters	5	Humanoid	M				FALSE
Transmuter Wizard	Mordenkainen Presents: Monsters of the Multiverse	5	Humanoid	M				FALSE
Trapper	Mordenkainen Presents: Monsters of the Multiverse	3	Monstrosity	L	11	https://www.dndbeyond.com/avatars/thumbnails/25746/724/1000/1000/637880558112292653.jpeg	6wpyg	FALSE
Traxigor	Baldur's Gate: Descent into Avernus	12	Beast	T				FALSE
Treacle	Tome of Beasts 1	0.25	Ooze	T				FALSE
Treant	Basic Rules (2014)	9	Plant	H	13	https://www.dndbeyond.com/avatars/thumbnails/30836/130/1000/1000/638063929302059775.png	b8pbq	FALSE
Treant Sapling	The Wild Beyond the Witchlight	2	Plant	L				FALSE
Tree Blight	Curse of Strahd	7	Plant	H				FALSE
Trenzia	Waterdeep: Dungeon of the Mad Mage	4	Undead	T				TRUE
Tressym	Storm King's Thunder	0	Monstrosity	T				FALSE
Tri-flower Frond	Tomb of Annihilation	0.5	Plant	M				FALSE
Tribal Warrior	Basic Rules (2014)	0.125	Humanoid	M				FALSE
Tribal Warrior Spore Servants	Icewind Dale: Rime of the Frostmaiden	0.125	Plant	M				FALSE
Triceratops	Basic Rules (2014)	5	Beast	H				FALSE
Tridrone	Monster Manual (2014)	0.5	Construct	M				FALSE
Trinket	Tal'Dorei Campaign Setting Reborn	5	Beast	L				TRUE
Triton Master of Waves	Mythic Odysseys of Theros	8	Humanoid	M				FALSE
Triton Shorestalker	Mythic Odysseys of Theros	2	Humanoid	M				FALSE
Trobriand	Waterdeep: Dungeon of the Mad Mage	22	Construct	L				TRUE
Troglodyte	Monster Manual (2014)	0.25	Humanoid	M				FALSE
Troglodyte Champion of Laogzed	Out of the Abyss	3	Humanoid	M				FALSE
Troll	Basic Rules (2014)	5	Giant	L	12	https://www.dndbeyond.com/avatars/thumbnails/30836/144/1000/1000/638063929586218907.png	jhu9c	FALSE
Troll (Ice Troll Variant)	Tyranny of Dragons	5	Giant	L				FALSE
Troll (variant)	Monster Manual (2014)	5	Giant	L				FALSE
Troll Amalgam	Bigby Presents: Glory of the Giants	17	Giant	G				FALSE
Troll Hag	Monsters of Drakkenheim	6	Giant	L				FALSE
Troll Hag (Coven Variant)	Monsters of Drakkenheim	10	Giant	M				FALSE
Troll Mutate	Bigby Presents: Glory of the Giants	7	Giant	L				FALSE
Trollkin Raider	Tales from the Shadows	1	Humanoid	M				FALSE
Trollkin Reaver	Tome of Beasts 1	4	Humanoid	M				FALSE
Tromokratis	Mythic Odysseys of Theros	26	Monstrosity	G				TRUE
Trostani	Guildmasters' Guide to Ravnica	18	Fey	L				TRUE
Tsucora Quori	Eberron: Rising from the Last War	7	Aberration	M				FALSE
Turbulence	Waterdeep: Dungeon of the Mad Mage	6	Humanoid	M				TRUE
Turlang	Storm King's Thunder	9	Plant	H				FALSE
Tusked Skyfish	Tome of Beasts 1	4	Aberration	L				FALSE
Twig Blight	Basic Rules (2014)	0.125	Plant	S	9	https://www.dndbeyond.com/avatars/thumbnails/16/464/1000/1000/636376286997771487.png	pec85	FALSE
Two Dry Cloaks	Acquisitions Incorporated	1	Humanoid	M				FALSE
Two-Headed Cerberus	Mythic Odysseys of Theros	2	Monstrosity	M				FALSE
Two-Headed Crocodile	Infernal Machine Rebuild	1	Beast	L				FALSE
Two-Headed Owlbear	Infernal Machine Rebuild	3	Monstrosity	L				FALSE
Two-Headed Troll	Out of the Abyss	5	Giant	L				FALSE
Typhon	Mythic Odysseys of Theros	15	Monstrosity	H				TRUE
Tyrannosaurus Rex	Basic Rules (2014)	8	Beast	H	14	https://www.dndbeyond.com/avatars/thumbnails/16/594/1000/1000/636376369004412963.jpeg	gexvx	FALSE
Tyrannosaurus Zombie	Tomb of Annihilation	8	Undead	H				FALSE
Udaak	Explorer's Guide to Wildemount	16	Fiend	G				FALSE
Uktarl Krannoc	Waterdeep: Dungeon of the Mad Mage	2	Humanoid	M				TRUE
Ulder Ravengard	Baldur's Gate: Descent into Avernus	5	Humanoid	M				TRUE
Ulitharid	Mordenkainen Presents: Monsters of the Multiverse	9	Aberration	L				FALSE
Ultroloth	Monster Manual (2014)	13	Fiend	M				FALSE
Ultroloth (summoner variant)	Monster Manual (2014)	13	Fiend	M				FALSE
Umber Hulk	Monster Manual (2014)	5	Monstrosity	L				FALSE
Umber Hulk, modified variant	Princes of the Apocalypse	5	Monstrosity	L				FALSE
Umbral Tailor	Book of Ebon Tides	1	Humanoid	M				FALSE
Umbral Vampire	Tome of Beasts 1	7	Undead	M				FALSE
Umbraxakar	Waterdeep: Dungeon of the Mad Mage	15	Dragon	H				TRUE
Uncontained Growth	Monsters of Drakkenheim	8	Monstrosity	M				FALSE
Undead Bulette	Waterdeep: Dungeon of the Mad Mage	5	Undead	L				FALSE
Undead Cockatrice	Acquisitions Incorporated	0.5	Undead	S				FALSE
Undead Shambling Mound	Waterdeep: Dungeon of the Mad Mage	5	Undead	L				FALSE
Undercity Medusa	Guildmasters' Guide to Ravnica	6	Monstrosity	M				FALSE
Underworld Cerberus	Mythic Odysseys of Theros	6	Monstrosity	L				FALSE
Undulating Polyp	Monsters of Drakkenheim	7	Aberration	S				FALSE
Undying Councilor	Eberron: Rising from the Last War	10	Undead	M				FALSE
Undying Soldier	Eberron: Rising from the Last War	2	Undead	M				FALSE
Unicorn	Basic Rules (2014)	5	Celestial	L	13	https://www.dndbeyond.com/avatars/thumbnails/30836/227/1000/1000/638063931763028274.png	5vfxs	FALSE
Unspeakable Horror	Van Richten's Guide to Ravenloft	8	Monstrosity	H				FALSE
Unspeakable Horror (Aberrant Armor)	Van Richten's Guide to Ravenloft	8	Monstrosity	H				FALSE
Unspeakable Horror (Loathsome Limbs)	Van Richten's Guide to Ravenloft	8	Monstrosity	H				FALSE
Unspeakable Horror (Malleable Mass)	Van Richten's Guide to Ravenloft	8	Monstrosity	H				FALSE
Unspeakable Horror (Oozing Organs)	Van Richten's Guide to Ravenloft	8	Monstrosity	H				FALSE
Uraeus	Tome of Beasts 1	2	Celestial	T				FALSE
Urban Ranger	Dungeons of Drakkenheim	3	Humanoid	M				FALSE
Urgala Meltimer	Storm King's Thunder	0	Humanoid	M				FALSE
Urochar	Tome of Beasts 1	17	Aberration	H				FALSE
Urstul Floxin	Waterdeep: Dragon Heist	8	Humanoid	M				TRUE
Ushabti	Tome of Beasts 1	8	Construct	M				FALSE
Ushabti Royal Guard	Tome of Beasts 1	14	Construct	L				FALSE
Uthgardt Leader	Storm King's Thunder	2	Humanoid	M				FALSE
Uthgardt Shaman	Storm King's Thunder	2	Humanoid	M				FALSE
Vaanor, Primeval Cerberus	The Griffon's Saddlebag: Book Two	24	Fiend	G				TRUE
Vaasha	Storm King's Thunder	0	Giant	H				FALSE
Vættir	Tome of Beasts 1	4	Undead	M				FALSE
Vajra Safahr	Waterdeep: Dragon Heist	13	Humanoid	M				TRUE
Valenar Hawk	Eberron: Rising from the Last War	0.125	Fey	T				FALSE
Valenar Hound	Eberron: Rising from the Last War	0.5	Fey	M				FALSE
Valenar Steed	Eberron: Rising from the Last War	0.5	Fey	L				FALSE
Valetta	Waterdeep: Dragon Heist	2	Humanoid	M				TRUE
Valin Sarnaster	Candlekeep Mysteries	16	Undead	M				TRUE
Valindra Shadowmantle	Tomb of Annihilation	21	Undead	M				FALSE
Valkyrie	Tome of Beasts 1	11	Celestial	M				FALSE
Valtagar Steelshadow	Waterdeep: Dungeon of the Mad Mage	12	Humanoid	M				TRUE
Vampirate	Spelljammer: Adventures in Space	2	Undead	M				FALSE
Vampirate Captain	Spelljammer: Adventures in Space	6	Undead	M				FALSE
Vampirate Mage	Spelljammer: Adventures in Space	5	Undead	M				FALSE
Vampire	Basic Rules (2014)	13	Undead (shapechanger)	M	18	https://www.dndbeyond.com/avatars/thumbnails/30836/365/1000/1000/638063935245277290.png	n5y2r	FALSE
Vampire Spawn	Basic Rules (2014)	5	Undead	M	13	https://www.dndbeyond.com/avatars/thumbnails/30836/356/1000/1000/638063935154177308.png	b7qc9	FALSE
Vampire Spellcaster	Monster Manual (2014)	15	Undead	M				FALSE
Vampire Warrior	Monster Manual (2014)	15	Undead	M				FALSE
Vampiric Ixitxachitl	Out of the Abyss	2	Aberration	M				FALSE
Vampiric Jade Statue	Ghosts of Saltmarsh	8	Construct	L				FALSE
Vampiric Mind Flayer	Van Richten's Guide to Ravenloft	5	Undead	M				FALSE
Vampiric Mist	Mordenkainen Presents: Monsters of the Multiverse	3	Undead	M	11	https://www.dndbeyond.com/avatars/thumbnails/322/315/1000/1000/636623500279442734.png	jec8t	FALSE
Vanifer	Princes of the Apocalypse	9	Humanoid	M				TRUE
Vapor Lynx	Tome of Beasts 1	5	Monstrosity	L				FALSE
Vargouille	Mordenkainen Presents: Monsters of the Multiverse	1	Fiend	T				FALSE
Vargouille Reflection	Planescape: Adventures in the Multiverse	1	Fiend	T				FALSE
Varnoth	Dragons of Stormwreck Isle	2	Humanoid	M				TRUE
Varnyr	Candlekeep Mysteries	0.125	Humanoid	M				TRUE
Vecna the Archlich	Vecna: Eve of Ruin	26	Undead	M				TRUE
Vegepygmy	Mordenkainen Presents: Monsters of the Multiverse	0.25	Plant	S				FALSE
Vegepygmy Chief	Mordenkainen Presents: Monsters of the Multiverse	2	Plant	S				FALSE
Vegepygmy Moldmaker	Quests from the Infinite Staircase	3	Plant	S				FALSE
Vegepygmy Scavenger	Quests from the Infinite Staircase	0.25	Plant	S				FALSE
Vegepygmy Thorny Hunter	Quests from the Infinite Staircase	2	Plant	M				FALSE
Veiled Presence	The Book of Many Things	21	Celestial	M				TRUE
Vellynne Harpell	Icewind Dale: Rime of the Frostmaiden	4	Humanoid	M				TRUE
Velma Leicester	Humblewood Tales	0.25	Humanoid	S				TRUE
Velociraptor	Mordenkainen Presents: Monsters of the Multiverse	0.25	Beast	T				FALSE
Velomachus Lorehold	Strixhaven: A Curriculum of Chaos	25	Dragon	G				FALSE
Venom Troll	Mordenkainen Presents: Monsters of the Multiverse	7	Giant	L				FALSE
Venomous Gnoll	Lairs of Etharis	1	Humanoid	M				FALSE
Venomous Mummy	Tome of Beasts 1	3	Undead	M				FALSE
Verbeeg Longstrider	Icewind Dale: Rime of the Frostmaiden	5	Giant	L				FALSE
Verbeeg Marauder	Icewind Dale: Rime of the Frostmaiden	4	Giant	L				FALSE
Verin Thelyss	Critical Role: Call of the Netherdeep	5	Humanoid	M				TRUE
Vermin Familiar	The Crooked Moon Part Two: Monsters & Adventure Campaign	2	Fey	T				FALSE
Vermin Infestation	The Crooked Moon Part Two: Monsters & Adventure Campaign	3	Fey	M				FALSE
Vertrand Shadowdusk	Waterdeep: Dungeon of the Mad Mage	12	Humanoid	M				TRUE
Vesiculosa	Tome of Beasts 1	11	Plant	G				FALSE
Veteran	Basic Rules (2014)	3	Humanoid	M				FALSE
Veteran of the Gauntlet	Out of the Abyss	3	Humanoid	M				FALSE
Vex'ahlia	Tal'Dorei Campaign Setting Reborn	18	Humanoid	M				TRUE
Viari	Acquisitions Incorporated	5	Humanoid	M				FALSE
Victoro Cassalanter	Waterdeep: Dragon Heist	10	Humanoid	M				TRUE
Vila	Tome of Beasts 1	5	Fey	M				FALSE
Vile Barber	Tome of Beasts 1	2	Fey	S				FALSE
Viln Tirin	Out of the Abyss	5	Humanoid	M				FALSE
Vincent von Dreck	The Griffon's Saddlebag: Book Two	9	Humanoid	M				TRUE
Vine Blight	Monster Manual (2014)	0.5	Plant	M				FALSE
Vine Lord	Tome of Beasts 1	9	Plant	M				FALSE
Vine Troll Skeleton	Tome of Beasts 1	9	Undead	L				FALSE
Violence	Waterdeep: Dungeon of the Mad Mage	6	Humanoid	M				TRUE
Violet Fungus	Basic Rules (2014)	0.25	Plant	M	6	https://www.dndbeyond.com/avatars/thumbnails/29317/506/1000/1000/638004853119895129.jpeg	46csp	FALSE
Virruza	Dragonlance: Shadow of the Dragon Queen	8	Aberration	L				TRUE
Vitebriate	Lairs of Etharis	2	Monstrosity	M				FALSE
Vizeran DeVir	Out of the Abyss	12	Humanoid	M				FALSE
Vladimir Horngaard	Curse of Strahd	7	Undead	M				TRUE
Vlazok	Vecna: Eve of Ruin	11	Fiend	L				FALSE
Vodyanoi	Tales from the Shadows	2	Fey	M				FALSE
Void Dragon Wyrmling	Tome of Beasts 1	2	Dragon	M				FALSE
Void Pirate Captain	Monsters of Drakkenheim	9	Humanoid	M				FALSE
Void Pirate Herald	Monsters of Drakkenheim	6	Humanoid	M				FALSE
Void Pirate Quartermaster	Monsters of Drakkenheim	5	Humanoid	M				FALSE
Void Pirate Squib	Monsters of Drakkenheim	3	Humanoid	M				FALSE
Void Scavver	Spelljammer: Adventures in Space	11	Monstrosity	H				FALSE
Voidling	Tome of Beasts 1	11	Aberration	L				FALSE
Volguloth	Tome of Beasts 1	4	Fiend	M				FALSE
Volothamp "Volo" Geddarm	Tomb of Annihilation	0.25	Humanoid	M				FALSE
Vos’skyriss Serpentfolk	Tal'Dorei Campaign Setting Reborn	3	Monstrosity	L				FALSE
Vos’skyriss Serpentfolk Ghost	Tal'Dorei Campaign Setting Reborn	4	Undead	L				FALSE
Vox Seeker	Explorer's Guide to Wildemount	0.125	Construct	T				FALSE
Vrock	Basic Rules (2014)	6	Fiend (demon)	L	11	https://www.dndbeyond.com/avatars/thumbnails/30781/648/1000/1000/638061932392542985.png	vjx57	FALSE
Vrock (Summoner Variant)	Monster Manual (2014)	6	Fiend	L				FALSE
Vulpin Berserker	Humblewood Tales	2	Humanoid	M				FALSE
Vulpin Cult Fanatic	Humblewood Tales	2	Humanoid	M				FALSE
Vulpin Gloomweaver	Humblewood Tales	4	Humanoid	M				FALSE
Vulpin Horror	Humblewood Tales	2	Aberration	M				FALSE
Vulpin Spy	Humblewood Tales	1	Humanoid	M				FALSE
Vulture	Basic Rules (2014)	0	Beast	M				FALSE
Walking Corpse	Curse of Strahd	0	Humanoid	M				FALSE
Walking Delerium Geode	Monsters of Drakkenheim	5	Elemental	L				FALSE
Walking Statue of Waterdeep	Waterdeep: Dragon Heist	18	Construct	G				FALSE
Wall Gargoyle	Monsters of Drakkenheim	2	Elemental	M				FALSE
Walnut Dankgrass	Acquisitions Incorporated	3	Humanoid	M				FALSE
Walrus	Icewind Dale: Rime of the Frostmaiden	0.25	Beast	L				FALSE
Wampus Cat	Tome of Beasts 1	1	Monstrosity	M				FALSE
Wandering Pond	Book of Ebon Tides	5	Ooze	L				FALSE
War Ostrich	Tome of Beasts 1	0.5	Beast	L				FALSE
War Priest	Mordenkainen Presents: Monsters of the Multiverse	9	Humanoid	M				FALSE
Warden Archon	Planescape: Adventures in the Multiverse	8	Celestial	L				FALSE
Warduke	The Wild Beyond the Witchlight	5	Humanoid	M				FALSE
Warforged Colossus	Eberron: Rising from the Last War	25	Construct	G				FALSE
Warforged Soldier	Eberron: Rising from the Last War	1	Humanoid	M				FALSE
Warforged Titan	Eberron: Rising from the Last War	8	Construct	H				FALSE
Warforged Warrior	Vecna: Eve of Ruin	1	Construct	M				FALSE
Warhorse	Basic Rules (2014)	0.5	Beast	L	11	https://www.dndbeyond.com/avatars/thumbnails/43939/915/1000/1000/638607434779874338.png	ykpgz	FALSE
Warhorse Skeleton	Basic Rules (2014)	0.5	Undead	L				FALSE
Warlock of the Archfey	Mordenkainen Presents: Monsters of the Multiverse	4	Humanoid	M				FALSE
Warlock of the Fiend	Mordenkainen Presents: Monsters of the Multiverse	7	Humanoid	M				FALSE
Warlock of the Great Old One	Mordenkainen Presents: Monsters of the Multiverse	6	Humanoid	M				FALSE
Warlock of the Rat God	Monsters of Drakkenheim	3	Monstrosity	S				FALSE
Warlord	Mordenkainen Presents: Monsters of the Multiverse	12	Humanoid	M				FALSE
Warp Marauder	Monsters of Drakkenheim	5	Aberration	M				FALSE
Warp Witch	Monsters of Drakkenheim	4	Undead	M				FALSE
Warrior	Dragon of Icespire Peak	1	Humanoid	M				FALSE
Warrior of Madarua	Quests from the Infinite Staircase	0.125	Humanoid	M				FALSE
Wasteland Dragonnel	Dragonlance: Shadow of the Dragon Queen	3	Dragon	L				FALSE
Wastrilith	Mordenkainen's Tome of Foes	13	Fiend	L				FALSE
Water Elemental	Basic Rules (2014)	5	Elemental	L	10	https://www.dndbeyond.com/avatars/thumbnails/30783/698/1000/1000/638062015886859442.png	7jw6c	FALSE
Water Elemental Myrmidon	Mordenkainen Presents: Monsters of the Multiverse	7	Elemental	M				FALSE
Water Leaper	Tome of Beasts 1	4	Monstrosity	L				FALSE
Water Weird	Monster Manual (2014)	3	Elemental	L				FALSE
Wayward Haint	The Crooked Moon Part Two: Monsters & Adventure Campaign	1	Undead	M				FALSE
Weasel	Basic Rules (2014)	0	Beast	T	13	https://www.dndbeyond.com/avatars/thumbnails/43939/934/1000/1000/638607435160554577.png	zg2fd	FALSE
Weasel Hag	The Crooked Moon Part Two: Monsters & Adventure Campaign	4	Fey	M				FALSE
Weeper in Shadow	Tales from the Shadows	4	Plant	L				FALSE
Weeper Sapling	Tales from the Shadows	0	Plant	S				FALSE
Weeping Treant	Tome of Beasts 1	6	Plant	H				FALSE
Wellwyrm	The Crooked Moon Part Two: Monsters & Adventure Campaign	9	Dragon	L				FALSE
Werebat	Waterdeep: Dungeon of the Mad Mage	2	Humanoid	S				FALSE
Werebear	Basic Rules (2014)	5	Humanoid (human, shapechanger)	M	17	https://www.dndbeyond.com/avatars/thumbnails/30832/392/1000/1000/638063837302552346.png	bnp7q	FALSE
Werebear Ascetic	Lairs of Etharis	12	Humanoid	M				FALSE
Wereboar	Basic Rules (2014)	4	Humanoid (human, shapechanger)	M	12	https://www.dndbeyond.com/avatars/thumbnails/30832/513/1000/1000/638063840378621476.png	c976u	FALSE
Wererat	Basic Rules (2014)	2	Humanoid (human, shapechanger)	M	12	https://www.dndbeyond.com/avatars/thumbnails/30832/404/1000/1000/638063837496982415.png	w7c2j	FALSE
Wereraven	Curse of Strahd	2	Humanoid	M				FALSE
Weretiger	Basic Rules (2014)	4	Humanoid (human, shapechanger)	M	14	https://www.dndbeyond.com/avatars/thumbnails/30832/412/1000/1000/638063837609252415.png	jrcxt	FALSE
Werevulture	The Book of Many Things	4	Fiend	M				FALSE
Werewolf	Basic Rules (2014)	3	Humanoid (human, shapechanger)	M	14	https://www.dndbeyond.com/avatars/thumbnails/30832/418/1000/1000/638063837750512227.png	y8ekn	FALSE
Werewolf Ravager	Lairs of Etharis	7	Humanoid	M				FALSE
Werewyvern	Forgotten Realms: Adventures in Faerûn	8	Dragon	M				FALSE
Wersten Kern	Dragonlance: Shadow of the Dragon Queen	14	Undead	M				FALSE
West Wind	Lost Laboratory of Kwalish	3	Humanoid					TRUE
Wharfling	Tome of Beasts 1	0.125	Beast	T				FALSE
Whirling Chandelier	Vecna: Eve of Ruin	7	Construct	L				FALSE
Whistler	Journeys through the Radiant Citadel	9	Aberration	L				FALSE
White Abishai	Mordenkainen Presents: Monsters of the Multiverse	6	Fiend	M				FALSE
White Ape	Tome of Beasts 1	6	Monstrosity	L				FALSE
White Dragon Wyrmling	Basic Rules (2014)	2	Dragon	M	14	https://www.dndbeyond.com/avatars/thumbnails/30782/441/1000/1000/638061962420535703.png	reqb3	FALSE
White Greatwyrm	Fizban's Treasury of Dragons	27	Dragon	G				FALSE
White Guard Drake	Mordenkainen Presents: Monsters of the Multiverse	2	Dragon	M				FALSE
White Maw	Tales from the Yawning Portal	10	Ooze	G				TRUE
Wiggan Nettlebee	Princes of the Apocalypse	2	Humanoid	S				TRUE
Wight	Basic Rules (2014)	3	Undead	M	13	https://www.dndbeyond.com/avatars/thumbnails/30836/504/1000/1000/638063938582699923.png	4t425	FALSE
Wildpyre (Large)	The Crooked Moon Part Two: Monsters & Adventure Campaign	5	Undead	L				FALSE
Wildpyre (Medium)	The Crooked Moon Part Two: Monsters & Adventure Campaign	5	Undead	M				FALSE
Will-o'-Wisp	Basic Rules (2014)	2	Undead	T	12	https://www.dndbeyond.com/avatars/thumbnails/16/585/1000/1000/636376363763232290.jpeg	66qde	FALSE
Will-o'-Wisp (Variant)	The Wild Beyond the Witchlight	2	Undead	T				FALSE
Wind Dragon Wyrmling	Tome of Beasts 1	1	Dragon	M				FALSE
Windfall	Vecna: Eve of Ruin	23	Humanoid	M				TRUE
Windharrow	Princes of the Apocalypse	3	Humanoid	M				TRUE
Wine Elemental (Variant)	The Griffon's Saddlebag: Book Two	5	Elemental	L				FALSE
Winged Bull	Mythic Odysseys of Theros	4	Celestial	L				FALSE
Winged Kobold	Monster Manual (2014)	0.25	Humanoid	S				FALSE
Winged Lion	Mythic Odysseys of Theros	4	Celestial	L				FALSE
Winged Thrull	Guildmasters' Guide to Ravnica	0.5	Construct	S				FALSE
